customer_id,salary_deposits,total_expenses,month
7758,13849,13762,Dec
4564,11163,8428,Feb
4261,8957,9094,Sep
6204,14341,8975,Dec
5354,13934,7306,Dec
3358,6204,6615,Sep
6235,10471,8932,Sep
3419,7784,12954,Apr
7738,3698,5156,Jun
6956,13079,10887,Dec
4594,4884,9392,Feb
7603,13477,3170,Mar
4386,5579,10611,Jun
7408,9195,4860,Jan
5752,4251,3048,Jul
3245,6640,2826,Feb
7573,4356,3296,Aug
3615,14815,7546,May
3250,12123,2706,Jul
6094,5414,5679,Aug
4596,11200,13286,Mar
4930,14904,2110,Jun
3511,7708,9179,Dec
6968,4078,964,Sep
7870,6195,4823,Apr
4366,4714,9357,Oct
3924,8947,5975,Jul
3074,3338,10181,Jan
3809,14782,7465,Dec
5879,5689,1298,Jul
5268,8614,3300,Sep
5127,2741,11990,Oct
7331,2733,3740,Aug
5205,9839,3855,Apr
6680,3806,4429,Mar
7738,12570,13049,Jul
7717,13457,12565,Dec
6659,3753,1359,Jan
3985,9358,9055,Aug
4299,7857,8188,Dec
6745,3024,12624,Jan
6281,11674,10837,Jul
6956,7764,13823,Jun
5654,7209,11523,Oct
6688,12757,13370,Aug
5963,5554,5522,Jun
5947,11971,8084,May
6046,13908,12264,Sep
3860,8216,6902,Apr
5086,6818,9607,Jul
5728,12308,2274,Jun
3377,6566,3865,Oct
7472,12731,8514,Jun
7691,7325,8842,Nov
5795,13157,7925,Dec
4066,12952,13655,May
6683,8894,11912,Feb
5008,12646,3521,Apr
6202,9082,4737,Jan
4052,13946,6894,Sep
3629,12137,4317,Sep
5374,5368,13694,Aug
6975,4629,9762,Apr
4184,8942,12135,May
7842,10720,12881,Jan
4278,6232,1260,Apr
4952,8661,4951,Apr
6922,9877,5127,May
6425,11663,3239,Feb
4326,8275,7939,Feb
4172,12227,10709,Dec
7317,14226,6048,Feb
6770,11559,7291,Nov
4872,3719,8416,Aug
6632,11233,7345,Dec
5311,5487,7367,Feb
5344,10175,9608,Jun
6387,7844,4443,Feb
6068,10751,3960,Aug
5340,11756,1992,Jan
3684,13416,4121,Feb
3876,8475,9418,May
4055,7869,13553,Jun
6754,8462,10301,Sep
5603,3800,5518,Jun
7015,13462,8662,Aug
3349,12003,13440,Dec
7315,7075,13692,Jul
4023,13273,7250,Jan
3450,6262,5341,Feb
3504,2146,9631,Apr
3086,5828,7968,Dec
6323,14732,587,Jan
3523,4117,1062,Aug
6152,7447,1768,Apr
6693,7014,10182,Jul
5509,12855,6061,Jul
3630,7947,13229,Aug
3018,2318,6545,Sep
4269,14161,11771,Sep
4177,14323,10264,Jul
4633,7749,5154,Sep
7596,2254,3671,May
7554,11528,8012,Oct
6770,7057,8352,Apr
6614,10526,3300,Mar
3115,13283,7346,Jun
3753,6393,12105,Oct
7865,3044,5538,Nov
5401,14765,9949,Sep
4871,3791,5388,Apr
5589,4519,13477,Feb
3322,2961,13264,Nov
7322,5749,5280,Mar
6828,6565,11111,Mar
7457,9516,1643,Feb
3834,4814,13329,Sep
7208,2589,7203,Apr
3212,3988,12966,Mar
4257,13031,11857,Oct
3159,5865,11306,Jun
5620,12625,1247,Aug
4348,4989,7594,Nov
6165,14140,6945,Aug
6213,7665,12181,Oct
3911,6541,11325,Jun
5452,3960,3988,May
6804,14386,10539,Nov
3404,10846,12717,Jul
4842,3078,9837,Mar
5649,5074,2604,Dec
4691,11547,4356,Oct
6486,7029,5619,Feb
4257,11650,5758,Aug
7289,9386,3268,Nov
6185,13474,4559,Dec
4643,6756,2308,Sep
6353,8375,5980,Dec
3523,6695,909,Jun
7446,2919,1145,Apr
4945,11938,12612,Jun
6572,3758,2051,Dec
4561,3831,5862,Jul
7748,11363,1613,Dec
7731,5278,4087,Aug
6595,2359,561,Mar
3593,9586,9927,Dec
6894,5810,13035,Jun
5669,3440,2227,Oct
6903,13111,5092,Jun
3756,3719,8668,Oct
4300,7672,13246,Jul
3497,13445,3466,Apr
7869,2555,3860,Jun
5422,11425,6162,Feb
4599,14112,8570,Aug
7280,14231,10104,Mar
7128,4297,12276,Sep
7379,3535,10425,Aug
7932,8282,7200,Dec
6591,7085,4130,Jun
7782,14250,4369,Oct
3462,13494,5700,Feb
7967,11101,11183,Aug
3368,3961,2539,Nov
5706,10142,13579,Jun
6324,10203,7954,Nov
3166,2979,1807,Jan
6687,2272,12704,Jun
7083,14775,7134,May
6048,9257,2224,Jun
4729,12189,6170,Jan
7698,7144,5190,Apr
6670,6633,2955,Jul
6175,10110,1441,May
5174,3688,7592,Jun
3038,3595,5795,Feb
7444,5242,10728,Aug
5022,6683,8188,Oct
3734,9614,10505,Apr
7522,7839,3561,Jun
3648,7786,11086,Mar
6303,11907,13059,Sep
3320,7129,9976,Aug
7608,14530,9087,Jun
5554,11393,4263,Sep
6179,4845,12941,Oct
4723,10448,8194,Sep
4757,8138,9782,Feb
6679,2309,3388,Sep
6779,12755,10414,Aug
5516,7334,4943,Feb
6848,9197,4506,Sep
3938,13609,1586,May
3765,11280,6999,Dec
3653,14923,1804,Sep
7081,3176,11804,Mar
6603,8183,7010,Apr
5130,5097,1514,Jan
7577,13422,13064,Nov
6965,3724,8912,May
7612,4628,6348,Jul
3187,8144,12497,Jul
3146,14366,9818,Jun
7248,13491,11948,Jun
4387,3350,10622,Aug
7189,9725,10814,Nov
5588,2619,9164,Oct
5697,4548,5620,Sep
7013,11570,915,Apr
7698,7243,2368,Apr
3049,14250,4612,Aug
6330,2977,2033,May
6590,7543,8422,Oct
5589,11729,1962,Sep
6482,7853,8198,Jun
3775,5772,2365,Sep
7642,13770,4509,Dec
4261,4533,11822,Dec
3650,10669,10428,Apr
6440,13846,11878,Jan
6049,3894,8473,Apr
5024,12572,8210,Sep
4081,11824,9163,Jul
7271,7351,3677,Jun
5075,4040,11618,Feb
7243,3565,3365,Apr
7964,6125,3697,Jan
5313,6268,2961,Mar
6475,4839,8282,Feb
5306,2467,4081,Apr
6261,13739,9192,Apr
5875,12167,8494,Nov
7839,5388,620,Sep
7806,10176,2275,Jul
6311,8540,1106,Mar
4351,14412,8629,Jul
4094,9247,7875,Aug
6777,4743,13137,Dec
6097,12766,1319,Jul
4855,7642,11956,Aug
5267,11611,1283,Sep
3561,12069,2346,Jan
7988,3026,8060,Oct
7693,6631,13284,Jun
7546,10792,891,Apr
5384,5592,8380,Jan
4826,2987,12437,Feb
4684,10797,1632,Oct
4199,9238,11668,Apr
4010,4747,11209,Jan
4772,10330,4945,Jun
4708,12249,13562,Jan
7536,13778,10888,Sep
5273,7650,12152,Oct
5613,6225,5818,Mar
7342,6496,6062,Dec
4543,11436,4939,Nov
4238,10833,1176,Jan
5976,2436,6751,Jun
4725,3423,1094,Jun
5264,11328,12576,Jul
3283,5721,11843,Jul
5621,7674,3824,Oct
6287,13481,6668,Nov
3172,10249,6926,Apr
6457,3136,8230,May
4883,10891,3434,Mar
5276,3145,5533,Jun
5622,12647,7263,Jul
3601,7579,6586,Sep
6791,11300,4833,Sep
5024,6495,11677,Dec
3467,8499,11055,May
6951,8242,1339,Apr
6890,10299,3010,Jul
7393,12176,12461,Mar
5593,14439,5187,Apr
4020,11097,3387,Sep
4548,6945,3543,May
7757,3992,2131,Oct
7750,6122,1905,Jul
7898,14406,8132,Feb
7437,12339,6615,Sep
3704,14290,12937,May
3853,2805,6995,May
3306,3992,2989,Apr
6579,9496,4990,Aug
4934,5600,12128,Nov
4788,14591,505,Apr
6788,14464,3081,Feb
3874,6010,8911,May
4582,10275,11610,Mar
6958,6358,8703,Apr
7591,7315,3342,Mar
6333,5320,6004,Jul
4686,9549,7347,Jun
4606,4505,9149,Feb
3896,9828,10964,Nov
6264,9885,8858,Aug
6425,4456,7783,May
6854,9248,2473,Jun
5347,9868,10636,Aug
6532,8349,2695,Nov
5475,8963,12823,Nov
4862,5062,8074,Dec
5764,5852,8643,Jul
7853,6990,8052,Nov
3031,2387,4328,Mar
7008,9037,5585,Feb
6456,8910,5237,Mar
3243,4003,739,Aug
7782,11223,9608,Apr
4499,7745,3452,Aug
7669,3540,12130,Apr
6423,10641,1355,Jul
7004,5547,11356,Jun
4660,14629,3738,Oct
6229,11288,1053,Jan
3599,11051,8634,Nov
5196,2301,11505,Aug
3070,9104,10577,Jun
4394,4019,11637,Feb
6660,11072,9920,May
4650,12473,8886,Dec
5282,6161,7838,Feb
6683,2229,12379,Oct
5684,11113,6494,Jul
7563,9710,10117,Nov
7653,3832,12511,Oct
7990,10242,3193,Jun
7932,5678,12445,Jul
4311,9496,2471,Jun
7714,6482,5902,Oct
7230,13973,9191,Jan
7104,10944,13954,Mar
5076,7887,4614,Oct
3783,3478,4273,Feb
6807,4088,4147,Jan
4334,8040,8409,Jan
6718,10152,3366,Apr
7637,4993,1186,Nov
4058,13987,2567,Jan
5055,5340,6407,Feb
6402,4343,12613,Jan
5110,9188,947,Dec
6158,3238,10458,Dec
6797,14712,9816,Jun
6649,12428,793,Nov
4321,14448,4660,Apr
7418,8856,3046,Aug
6700,7660,8767,Nov
3733,12620,7544,May
6634,6339,4275,Oct
6550,10374,11374,May
6663,10735,11888,Nov
7645,4826,10766,Nov
3605,9091,9991,Aug
4723,2092,11419,Nov
5405,4415,4678,Oct
6483,6254,4034,Jun
5813,12637,2553,Jun
4582,10126,7612,Mar
5279,6533,2199,Jun
5351,8516,13155,Oct
6624,6401,3018,Jul
3715,5032,10429,Feb
3925,12165,6068,Mar
6163,5289,10622,Jun
7154,12568,7332,Oct
7530,6438,9061,Sep
7079,8867,4239,Sep
5570,5234,4873,Aug
5816,7997,839,Aug
7579,8301,3362,Sep
7463,3133,1113,Nov
3889,13830,1603,Nov
6479,12589,12469,Sep
6590,12965,9484,Oct
4724,14652,7246,Nov
4259,12112,8758,Sep
3411,4062,13002,May
5231,12392,5011,Jun
6195,6627,7812,May
5206,13206,13339,Jan
5061,5471,12487,Apr
6899,2468,5905,Nov
5614,3344,1070,Jan
4813,11070,9231,Dec
4803,14654,5856,Jan
6907,8098,616,Mar
3678,14101,10890,Jul
5911,5807,13894,Jan
7714,6736,7724,Jul
5252,6957,3531,Oct
6005,13133,3956,Oct
3795,5345,3551,Jan
3729,2588,11173,Sep
4694,5883,11059,May
7735,11521,10326,Jun
3191,2091,8933,Dec
7995,2457,9156,Sep
4997,13533,10942,Nov
5108,3884,13336,Mar
6867,5121,8307,Mar
4490,12231,7802,May
5110,9642,13645,Jul
3638,7611,2378,Mar
7046,9952,5381,Apr
7159,11595,5136,Feb
5820,5703,3034,Sep
7112,6482,10597,Oct
3842,3981,4309,Sep
6952,11984,9263,Nov
7059,6466,6105,Feb
6248,4231,8233,May
4217,10963,11400,Jan
3899,7781,4141,Aug
5223,10396,12196,Jun
4258,12411,12311,Oct
4515,10413,1156,Oct
3417,11383,3651,Feb
7547,5315,9640,Feb
5884,13481,4610,Oct
6827,7175,11714,May
7376,3598,7707,Jul
7340,12100,13892,Sep
3675,6262,806,Sep
3103,3542,9396,Dec
5358,10333,4992,Nov
6994,2089,9369,Jun
7028,14177,11604,Feb
6709,6406,12685,Jun
7213,7490,8902,Jan
4496,12455,4994,Nov
7859,13704,1896,Nov
6393,5706,3960,Feb
6507,3209,4853,Dec
5786,6978,2662,Mar
5235,5224,13121,May
6660,6856,13136,Oct
7881,9793,10972,Jan
6733,8239,8176,Dec
7803,8853,5044,Oct
7892,11551,3648,May
7569,3538,12772,May
6526,2148,1327,Apr
6518,10065,3155,Mar
7778,9699,10837,Jul
7190,3425,7211,Nov
7832,3717,12393,Jul
5530,11546,13249,Jan
4914,12597,9191,Jul
5458,4635,11370,Mar
4151,4363,9753,Mar
6859,13124,8364,Jun
7138,5107,8025,Jun
7137,7628,5670,Nov
4511,3501,3996,Apr
6971,3451,6594,May
6916,10641,4722,Mar
6253,3835,9818,Mar
6750,14377,2489,Sep
3744,12780,11216,May
5766,14463,11992,Jan
6939,11635,11462,Sep
5512,7851,7079,Oct
4074,4948,6004,Jun
6218,5935,4680,Sep
7394,8830,1882,Nov
5193,5709,13573,Jul
3016,13434,4667,Nov
6554,3289,3666,Oct
3107,2503,3135,Oct
7315,9951,6045,Jul
5969,7051,9721,May
7467,5097,5709,Jul
6046,4147,10310,Oct
5858,11657,12939,Apr
7350,6520,12320,Nov
4429,3897,9927,Nov
5009,5716,11322,Jun
6102,10842,5882,Feb
6637,13454,4483,Oct
6472,3210,1905,Mar
6032,4187,8237,Feb
5922,10058,6700,Oct
7446,5820,6242,Feb
3879,2368,12929,Jul
5513,12536,7211,May
3311,13463,10239,Jun
4115,4843,2384,Mar
4322,5450,13819,Oct
6397,13343,13997,May
7376,5518,5672,May
3967,8644,2684,Nov
6190,14546,6817,Apr
3695,11828,7503,Oct
5615,5860,8910,Apr
3271,3144,7930,Dec
4412,5126,4850,Aug
6028,9660,9503,Jun
6125,2017,8961,Nov
4754,7999,6867,Feb
7937,3656,13670,Feb
4822,14397,5199,Feb
7336,14618,11897,Jun
6286,3596,9878,Dec
3361,11137,2233,Jan
6436,3287,13488,Mar
3734,2267,3467,Jan
3852,2434,572,Apr
3860,4035,5493,Jan
7797,4497,6617,Sep
4351,8440,8385,Nov
7085,8037,5542,Dec
5884,9806,13330,Nov
6548,5208,8561,Jun
7919,3613,12753,Aug
7193,10910,1130,Feb
3327,14170,11534,Jun
5121,9164,6103,Apr
3994,4231,1377,Jul
4767,13864,9448,Aug
7429,8463,11357,Jun
4181,10932,4793,Jan
4965,7695,10142,Aug
5782,10996,3040,Nov
5906,6512,581,Jan
3099,9960,1831,Sep
5780,6886,10414,Feb
3244,5771,8455,Nov
7038,11918,856,Oct
4501,8023,10011,Jun
5710,7904,1079,Aug
6054,5512,13087,May
7463,11290,1145,Feb
6227,12813,6763,May
4048,13997,10925,Jan
7379,13202,11323,Aug
4316,13175,11991,Aug
4387,10103,8999,Feb
6921,13896,733,Jun
4738,13575,1534,Nov
3422,3844,10914,Aug
6802,5924,11512,Oct
4412,13291,13430,Aug
6250,14713,6517,Dec
7571,6881,5621,Jul
5453,2534,2235,Mar
5084,9577,4777,Dec
7454,7730,1441,Nov
7654,10476,849,Apr
6679,9987,11378,Jan
4351,12861,1905,Sep
5368,13978,7964,Oct
7834,11321,12319,Oct
6341,10695,2045,Feb
5573,6141,4820,Oct
7121,9936,10443,Jul
6845,10728,2246,Aug
3640,10253,13073,Apr
4575,7861,8396,Nov
6229,7201,1854,Nov
7270,4383,12324,Oct
3186,10402,7830,Jan
4319,4447,4788,May
3528,6804,9860,Oct
6260,12586,5266,Oct
6484,5269,6457,Jun
6020,10568,12736,Jul
7780,11377,7335,Jan
5234,13471,3085,Apr
4568,8964,5207,Dec
3575,9062,1400,May
5035,5498,3841,May
4325,4847,12838,Jul
7405,9658,8194,Apr
4213,9446,627,Oct
4435,10083,2175,Jul
3538,10978,2277,Aug
7954,2732,5665,Feb
4575,7063,8925,Jan
3193,14060,11187,Oct
4187,9313,1083,Oct
7149,9236,1966,Jan
3475,4699,9194,Jan
7270,14809,7250,Sep
4814,4158,13709,Apr
7796,13812,13072,Sep
5438,5664,1655,Jul
6380,12847,10191,Jul
7553,11270,8460,Feb
4355,9811,1435,Feb
6401,13486,11283,Dec
6755,13838,855,May
6530,10153,2494,Oct
3159,6619,5656,Jan
4838,4193,6781,Jul
7612,12503,10137,Nov
4026,6563,11351,Jul
3659,11776,7909,Nov
3678,5006,5864,Aug
7411,6044,11972,Jul
7047,3210,4474,Aug
6822,13606,3004,Mar
5376,3986,2646,Mar
3276,5170,8169,Aug
7548,12918,7804,Sep
4589,9473,1710,Oct
7582,3748,6679,Apr
7663,2757,9321,Aug
3246,11369,11409,Jan
3889,2918,5382,Feb
5212,11311,7324,Oct
7026,10897,6698,Oct
3001,8054,10186,Oct
5911,6929,1607,Sep
5185,13622,11769,Feb
7247,4861,5486,Feb
6252,6494,3934,Aug
6052,3807,8523,May
4511,11591,11746,May
6772,4649,3315,Nov
4129,6423,7561,Jun
3698,3295,12473,Aug
4089,11812,2535,Aug
5420,4442,7307,Sep
5629,9639,7473,Oct
6790,4595,669,Nov
3686,7137,12523,Mar
5757,14364,10988,Sep
4843,3072,13449,Nov
4733,6075,13699,Mar
7836,11641,11479,Jan
7367,5942,12007,Dec
4973,3771,9323,Nov
3711,7675,9496,May
3325,3017,5515,Jul
7894,5692,7397,Mar
5968,14416,3534,Sep
6800,10710,13828,Jan
5595,4351,11779,Jun
4093,11327,4980,Dec
5956,4772,3912,Dec
3212,2911,5488,Jun
4582,11007,7630,Aug
6832,2973,4369,Mar
4444,12154,6599,Dec
7144,13058,1291,May
7327,12602,12833,Nov
3579,5102,11243,Oct
5998,9462,4341,Nov
4755,3800,11906,May
5980,2808,3856,Aug
6606,7438,8022,Jul
3422,7133,5425,Mar
3611,10761,11264,Jul
3446,2969,5574,Oct
3961,6079,12596,Aug
3131,3879,7200,May
5648,5319,2594,Nov
7080,6705,13315,May
5435,8611,6750,Nov
6730,2387,9307,Jan
7432,10067,13753,Aug
4025,7957,5752,Jun
4653,4489,12685,Jun
3538,9509,7503,May
7592,10707,4796,May
6084,7937,2801,Mar
3508,5844,10922,Dec
6925,4890,5769,Mar
3681,14332,10264,Feb
5613,3442,11720,Sep
7877,2722,11229,Aug
3760,10947,1004,Nov
7224,4250,2445,Mar
6148,3908,2361,May
5194,4586,4222,Oct
5547,10577,4183,May
7656,8126,903,Aug
4223,8773,4831,Jun
6575,13207,10311,Jul
6024,14647,3406,May
6281,10190,11705,Dec
4072,6087,12308,Jan
3541,11683,5228,Aug
3511,7078,8209,Apr
7451,10142,2069,May
3345,12159,12408,Jan
7243,14492,639,Mar
6370,5318,5183,Feb
6823,5038,7230,Dec
5380,11264,10535,Feb
5481,14653,12070,Jan
3399,12492,11656,Jun
6407,2768,5562,Aug
6281,12871,5165,Mar
7683,11178,11861,Jan
6767,14704,2672,Oct
4295,13298,6579,Feb
6252,7557,3920,Mar
6510,12551,6777,Jun
5036,7262,11735,Mar
7834,2196,1749,Sep
6850,13236,6564,Dec
4778,4307,3197,Jan
3380,3389,3253,Jul
6764,8739,13126,Oct
4662,7311,5434,Aug
6059,5558,6965,Sep
4307,12773,4384,Aug
5466,12263,7754,May
7452,4990,594,Jan
3016,7997,4791,Jan
7411,11861,12979,Aug
5581,11609,13309,Jul
5593,12918,13540,May
7790,8253,6280,Oct
3069,8233,5583,Mar
3411,14324,10367,Sep
6124,13061,8704,Apr
5860,11778,2801,Jun
3919,6667,4583,Nov
7836,6402,6619,Apr
4491,8205,6724,Sep
6806,14592,872,Apr
6344,12418,4989,Aug
5487,13928,6351,Nov
5578,11123,6528,Dec
3273,8988,9109,Dec
7555,11734,13870,Mar
3820,3992,1316,Aug
5616,13898,13561,Nov
7957,6059,10495,Mar
5545,9203,4112,Nov
6985,8893,12096,May
7891,13741,11631,Jan
7901,5144,8247,Jun
5982,8882,6850,Nov
4891,9470,7939,Feb
6040,11726,1832,Dec
7936,13328,11938,Mar
5683,4674,6861,Nov
3603,6548,1255,Jan
6938,11052,4025,Nov
4433,3552,2296,Jun
7463,8014,12661,May
3256,3392,3559,Oct
5488,12071,2677,Feb
4359,10572,12248,Nov
6702,7338,2550,Aug
5483,2648,2489,Sep
3690,14533,8018,Mar
6533,13813,9246,Dec
3308,8394,6309,Jun
4697,6660,6113,Jun
6167,13609,8957,Oct
3409,2820,9614,Jun
6952,2471,10763,Aug
3826,10054,9225,Dec
4192,12208,6476,May
5135,2121,12675,Oct
6095,7445,2193,Oct
7194,9695,13667,Aug
4775,6876,2551,Dec
7417,4795,12382,Mar
3534,6216,13595,Jul
5868,4186,11523,Jan
4208,4134,13019,Apr
3417,4177,3420,May
5777,4299,5345,Jul
4238,7981,4667,Jun
7944,3383,6731,Jun
7766,13693,5123,Feb
4944,6142,9577,Nov
5181,3968,7246,Feb
5101,13854,6639,Feb
7837,8644,1958,Oct
7119,12025,4295,Dec
6675,14139,11847,Aug
3460,4472,3910,Jul
3650,7494,4524,Jan
7578,14398,6769,Sep
3120,11442,1062,Nov
7769,7906,6592,Nov
5256,5110,7492,Aug
3318,10326,12718,Sep
3868,10801,7508,Apr
6227,11249,8296,May
3394,13226,6159,Nov
5553,8571,6584,May
7409,12180,3471,Nov
6229,5774,844,Sep
5062,12438,7111,Aug
3077,6655,7624,Oct
6411,2258,6784,Jun
3409,8868,13817,Nov
7093,8817,3216,Oct
5268,7744,11370,Nov
3744,14092,10364,Oct
7529,11107,6160,Jan
5854,5942,7732,Jul
6835,2237,11819,Sep
6998,5355,5393,Dec
4832,10879,12645,Apr
3988,9904,1619,Apr
5702,8601,10604,May
6713,7706,11694,Aug
6908,3158,2762,Nov
5865,12321,1242,May
3755,2594,12845,Apr
3676,12893,5501,Aug
7928,3750,11144,Nov
7124,2402,5803,May
7512,11013,11460,Aug
4711,5838,7830,Jan
6476,12427,1282,Mar
3542,4540,596,Jul
3165,7878,9278,Dec
5256,12494,13899,Jan
3985,9490,7161,Nov
5662,11889,13874,May
7469,14120,13328,Jun
3618,7534,5411,Dec
6914,7286,2738,Jan
3069,3613,9608,Jul
6425,14772,3849,Sep
7197,8579,11278,Sep
3001,7651,12872,Mar
5399,5679,2988,Apr
5055,5552,4293,Jan
7414,12419,8317,Apr
3186,13870,3337,May
7824,9238,2886,Jul
5510,6996,7896,May
7439,3464,2341,Aug
7809,14931,9894,Jul
6080,8282,5866,Jan
3136,6882,13791,Dec
3383,8245,8564,Feb
7282,8611,5269,Jul
5687,5100,9421,Mar
3928,6113,816,Feb
6444,12148,7953,Nov
3561,6093,575,Dec
4190,10124,5569,Sep
3898,6851,11738,Dec
5369,10878,703,Oct
4739,12228,8395,Aug
7954,5579,7067,Aug
6046,10792,12980,Mar
7381,11235,7960,Nov
6873,7445,4275,Oct
5399,11571,11636,Sep
7762,6528,8578,Aug
4394,9566,7424,Dec
5589,11233,8080,Feb
6467,3573,6058,Jul
5025,14663,4855,Aug
6686,7720,3551,Dec
3930,11555,3163,Jul
7310,11202,9123,Sep
7400,3256,11455,Jul
6227,3127,13483,Dec
4404,11215,7884,Jul
3200,13886,3662,Jan
6752,4784,8889,Feb
5286,14508,5578,May
3671,8081,538,Nov
4729,3049,11210,Jan
6239,7183,10818,Dec
4250,4301,9420,Oct
3879,11346,12591,Jul
7347,2029,3665,May
6352,10978,5279,May
5524,14297,6686,Aug
3498,13352,12919,Sep
4988,11362,2624,Oct
3978,5198,7899,Jan
6045,12937,4634,Oct
5749,3364,6794,Apr
7880,11733,4271,Nov
5477,14338,6038,Feb
3539,6493,3757,Sep
7041,10505,6961,Sep
3901,4695,11898,Jan
4467,14801,5888,Mar
6016,8645,8400,Oct
7306,10721,11290,Aug
4734,7880,13127,Feb
3491,10149,12005,Feb
4710,7859,1744,Feb
4754,12658,12779,May
4919,12433,1157,Sep
5035,10503,11657,Jul
5712,2995,2199,Jul
4487,8865,4956,Feb
4501,9496,6568,Feb
3198,12715,8547,May
4968,4631,11735,Dec
7617,2263,13116,Jul
4535,9684,10491,Jul
4714,14044,6463,Sep
4349,10212,6735,Mar
7784,12716,5035,Jan
7563,14836,7773,Sep
6845,11388,12318,Jan
3596,7043,12669,Aug
3139,7116,2476,May
4015,5133,8437,Aug
3242,10397,13620,Jul
5364,3636,4169,Sep
3733,10822,4692,Feb
3135,12418,1437,Sep
6260,9811,6096,Oct
6762,12581,1789,May
5627,6535,5170,May
6141,3098,2650,Jan
5487,2289,7921,Jun
5125,4604,13616,Oct
4511,2207,9204,Oct
4819,14006,13453,Oct
7854,10463,2016,Oct
5797,5678,10774,Mar
7513,10606,1904,Oct
7303,5468,4992,Mar
4644,14671,6670,Mar
5769,11476,10623,Apr
7407,6986,10577,Sep
6365,11854,2853,Aug
4400,14206,12499,Dec
4551,11233,11438,Jun
6412,6090,1080,Aug
3083,8803,10904,Aug
4480,4294,3829,Jan
5921,13905,8793,Sep
5284,4461,5050,Jan
5441,9945,12980,Nov
4783,11535,12534,Feb
3605,7673,3463,Sep
7334,12954,13685,Jul
3731,12420,13597,Oct
4361,5367,798,Jan
5079,2943,4616,Mar
3978,6156,544,Jan
4638,14251,8147,May
4982,2165,3043,Apr
5951,3905,4359,Aug
6301,5056,5278,Sep
7005,11515,4894,Dec
3583,14942,4052,Apr
3460,2350,3655,Mar
3136,12502,11823,Apr
4977,5309,787,Mar
3978,7661,4205,Jun
3284,2931,1016,Jan
5898,5838,2701,Feb
5399,11305,7077,Aug
7113,12378,13129,Mar
4239,10058,8602,Apr
6467,3989,12873,Dec
5462,11577,4158,Jan
6167,5484,7422,Mar
6705,9886,4786,Jan
5054,3116,12015,Nov
3780,10325,12768,Oct
5135,14143,13879,May
5237,11419,4436,Jan
4640,8962,9861,Dec
3420,7967,1490,Sep
4827,13301,5471,Jul
6139,12696,12397,Nov
6690,13797,8221,Aug
7956,9904,2351,Sep
3207,12073,8689,Oct
6391,6533,3209,Aug
6871,10871,4507,Mar
6797,12886,3121,Jul
5535,4669,2678,Jul
5181,11439,1338,Jul
7211,3191,13746,Dec
7307,3130,10247,Aug
7228,3403,9914,Apr
4398,12263,5434,Nov
7250,7630,10735,Jun
4447,11522,10125,Feb
3952,7030,8604,Jul
7022,3381,7838,Sep
4718,2369,1668,May
7243,7092,7848,Apr
6806,5794,1447,Feb
6199,8314,660,Jul
7811,7700,13251,Feb
4597,12682,11823,Feb
6734,11368,3127,Sep
6217,10567,3035,Feb
3907,4760,2772,Oct
6751,13482,3963,Mar
7059,3943,5304,Mar
5155,2957,660,Feb
7925,11002,2284,Oct
4338,6922,10636,Mar
7107,8629,7098,Sep
5496,3533,3682,Nov
5975,14622,12666,Nov
5443,8885,4124,Nov
7474,10601,12436,Mar
3361,2053,9458,May
6065,6796,2527,Dec
7738,11290,12698,Jul
3573,4396,8876,Jan
4956,11166,2396,Jan
6045,9851,11987,Oct
4585,14680,2904,Feb
5234,14841,3039,Jan
6293,13086,1232,Jan
6247,13471,10313,Oct
4815,6921,1077,Apr
7042,9253,2661,Oct
4890,6839,9069,Dec
4900,12416,4348,Dec
5656,4558,1808,Mar
5330,13882,12884,Jan
6719,10330,1341,Mar
4057,13365,2671,Jan
5130,4520,8847,Mar
4507,6637,6753,Apr
4631,12433,12840,Nov
3992,5827,10394,Nov
7591,8629,11327,Aug
4194,3337,3885,Mar
6969,14281,5321,Mar
3703,13044,6313,Sep
4031,4294,1913,Nov
7922,4677,544,Sep
5482,8581,13723,Jun
3563,2072,2186,Oct
3367,9236,5736,Apr
3794,9319,10861,Oct
6104,13070,7125,May
7732,4141,11933,Sep
3987,6530,3225,Jan
3958,11998,10115,Jul
6596,12237,8509,Nov
3855,13694,4514,Jul
4570,6552,6280,Oct
5257,5501,5095,Jan
6910,12468,8765,Jan
7104,4077,3518,Sep
7833,11840,6792,Jul
5223,10526,2060,Apr
7177,6755,9583,Sep
3238,14856,11824,Dec
6289,14464,10581,May
7283,13063,13865,Mar
7726,4615,9938,Feb
4733,7356,12494,Sep
6062,6172,972,Apr
3815,2932,5935,Jul
7710,2635,2717,Jan
4187,8683,9392,Sep
5226,7773,10771,Dec
3985,5229,552,Sep
3798,3190,3487,Oct
7163,7508,8830,Jun
3544,2011,10089,Jun
3520,14194,2637,Jun
5547,11641,1327,May
4455,10060,10775,Nov
4059,2448,8664,Jan
5237,9661,11668,Apr
4113,4496,1748,Oct
6407,7885,13341,Jan
3947,2426,5335,May
7031,9099,13056,Apr
3136,11107,13697,Aug
5594,5169,8877,Jan
3793,14918,3942,Aug
4137,14513,13656,Aug
4363,2446,7902,Jan
3555,12102,3693,Sep
5573,13927,5428,Sep
6404,4250,10104,Jun
5255,9111,11880,Jan
4367,14962,8096,Jul
3949,4681,3416,Jul
3104,3401,9707,Sep
4047,5407,5037,Jan
7027,8761,12826,Aug
