transaction_id,amount,transaction_type,merchant_category,time_of_day
4507,763,POS,Dining,Afternoon
4508,2963,Bank Transfer,Dining,Evening
4509,4818,Online,Electronics,Morning
4510,2465,ATM Withdrawal,Clothing,Afternoon
4511,2844,Bank Transfer,Travel,Night
4512,589,POS,Dining,Night
4513,3265,Online,Travel,Evening
4514,3276,Bank Transfer,Dining,Evening
4515,4659,Bank Transfer,Cash,Evening
4516,405,Online,Electronics,Morning
4517,1947,ATM Withdrawal,Clothing,Evening
4518,4915,ATM Withdrawal,Groceries,Morning
4519,2599,Bank Transfer,Groceries,Afternoon
4520,3044,ATM Withdrawal,Cash,Morning
4521,179,ATM Withdrawal,Electronics,Morning
4522,2347,Online,Dining,Afternoon
4523,3249,ATM Withdrawal,Electronics,Night
4524,3425,ATM Withdrawal,Clothing,Morning
4525,3578,Online,Groceries,Morning
4526,3226,Bank Transfer,Travel,Afternoon
4527,3494,Bank Transfer,Groceries,Evening
4528,4845,Online,Clothing,Afternoon
4529,1851,POS,Dining,Night
4530,3770,Online,Electronics,Evening
4531,4562,POS,Groceries,Night
4532,3036,ATM Withdrawal,Groceries,Morning
4533,3975,Bank Transfer,Travel,Night
4534,1611,POS,Electronics,Night
4535,1156,POS,Travel,Afternoon
4536,4336,ATM Withdrawal,Travel,Evening
4537,2694,Bank Transfer,Dining,Morning
4538,121,ATM Withdrawal,Groceries,Morning
4539,602,Bank Transfer,Cash,Morning
4540,2449,Bank Transfer,Electronics,Evening
4541,1248,ATM Withdrawal,Dining,Evening
4542,2804,POS,Cash,Night
4543,2424,Online,Dining,Night
4544,2139,Bank Transfer,Dining,Evening
4545,2863,Bank Transfer,Clothing,Morning
4546,2879,Online,Clothing,Evening
4547,3608,Online,Dining,Afternoon
4548,3813,ATM Withdrawal,Clothing,Evening
4549,1536,Bank Transfer,Electronics,Evening
4550,1979,ATM Withdrawal,Groceries,Morning
4551,961,Online,Cash,Night
4552,1512,ATM Withdrawal,Electronics,Afternoon
4553,4477,Bank Transfer,Groceries,Afternoon
4554,3346,POS,Clothing,Afternoon
4555,119,POS,Cash,Evening
4556,3996,Bank Transfer,Electronics,Morning
4557,2364,ATM Withdrawal,Travel,Evening
4558,235,Online,Dining,Night
4559,3021,Online,Groceries,Morning
4560,4136,POS,Groceries,Afternoon
4561,623,ATM Withdrawal,Travel,Evening
4562,108,Online,Travel,Morning
4563,820,Online,Dining,Evening
4564,3347,Bank Transfer,Clothing,Morning
4565,2709,ATM Withdrawal,Electronics,Afternoon
4566,4919,ATM Withdrawal,Electronics,Night
4567,1029,Online,Electronics,Night
4568,3035,ATM Withdrawal,Clothing,Evening
4569,3538,ATM Withdrawal,Dining,Afternoon
4570,3896,ATM Withdrawal,Electronics,Evening
4571,2989,Bank Transfer,Groceries,Evening
4572,3350,Online,Groceries,Morning
4573,806,POS,Groceries,Morning
4574,1967,ATM Withdrawal,Travel,Morning
4575,3076,Online,Travel,Afternoon
4576,3030,POS,Clothing,Afternoon
4577,2690,Bank Transfer,Electronics,Evening
4578,4451,Online,Travel,Morning
4579,4829,Bank Transfer,Groceries,Afternoon
4580,2958,Online,Travel,Evening
4581,3741,Bank Transfer,Groceries,Afternoon
4582,1111,Online,Electronics,Evening
4583,1047,Bank Transfer,Clothing,Night
4584,4241,POS,Dining,Morning
4585,801,Online,Dining,Night
4586,4184,POS,Groceries,Evening
4587,1788,ATM Withdrawal,Travel,Evening
4588,4810,POS,Travel,Morning
4589,991,Online,Groceries,Morning
4590,1275,POS,Electronics,Evening
4591,753,Online,Groceries,Afternoon
4592,2441,Bank Transfer,Electronics,Morning
4593,384,ATM Withdrawal,Clothing,Evening
4594,1763,POS,Clothing,Morning
4595,3907,ATM Withdrawal,Groceries,Morning
4596,2546,POS,Clothing,Night
4597,2001,Online,Travel,Night
4598,2938,POS,Electronics,Afternoon
4599,3456,ATM Withdrawal,Dining,Morning
4600,601,POS,Dining,Evening
4601,4638,ATM Withdrawal,Clothing,Evening
4602,2579,ATM Withdrawal,Electronics,Morning
4603,2882,Online,Travel,Morning
4604,1186,Bank Transfer,Dining,Afternoon
4605,1345,Bank Transfer,Travel,Afternoon
4606,4703,POS,Travel,Afternoon
4607,122,ATM Withdrawal,Dining,Evening
4608,3782,Online,Dining,Night
4609,1855,Bank Transfer,Clothing,Afternoon
4610,1997,Online,Electronics,Evening
4611,4839,Online,Groceries,Afternoon
4612,1995,ATM Withdrawal,Electronics,Evening
4613,3302,POS,Groceries,Morning
4614,3252,ATM Withdrawal,Dining,Evening
4615,262,Bank Transfer,Travel,Morning
4616,133,Bank Transfer,Electronics,Evening
4617,1246,Online,Travel,Night
4618,633,ATM Withdrawal,Electronics,Evening
4619,3166,ATM Withdrawal,Cash,Morning
4620,3146,Online,Electronics,Night
4621,3399,POS,Travel,Evening
4622,3427,Online,Cash,Evening
4623,1665,Online,Clothing,Afternoon
4624,1276,Bank Transfer,Dining,Night
4625,2955,ATM Withdrawal,Clothing,Morning
4626,1170,Bank Transfer,Clothing,Night
4627,2304,Online,Electronics,Morning
4628,450,ATM Withdrawal,Dining,Afternoon
4629,2102,Online,Cash,Afternoon
4630,2715,Online,Electronics,Morning
4631,3769,POS,Groceries,Morning
4632,563,Bank Transfer,Electronics,Morning
4633,4914,Bank Transfer,Cash,Afternoon
4634,1122,Online,Travel,Night
4635,2787,POS,Electronics,Afternoon
4636,1843,Online,Groceries,Evening
4637,1324,Online,Electronics,Afternoon
4638,3503,Online,Cash,Evening
4639,3148,POS,Groceries,Evening
4640,3122,ATM Withdrawal,Dining,Afternoon
4641,108,POS,Cash,Afternoon
4642,3935,Online,Electronics,Afternoon
4643,1489,ATM Withdrawal,Groceries,Night
4644,4406,Online,Cash,Afternoon
4645,1232,POS,Dining,Morning
4646,4593,POS,Travel,Afternoon
4647,1014,ATM Withdrawal,Clothing,Evening
4648,486,POS,Groceries,Night
4649,1145,Online,Travel,Night
4650,2866,ATM Withdrawal,Dining,Evening
4651,1715,Bank Transfer,Travel,Night
4652,527,Online,Electronics,Night
4653,1230,Bank Transfer,Clothing,Morning
4654,2516,ATM Withdrawal,Groceries,Morning
4655,4335,ATM Withdrawal,Cash,Night
4656,1201,Online,Dining,Afternoon
4657,3890,POS,Clothing,Night
4658,3253,Online,Dining,Morning
4659,1987,POS,Travel,Night
4660,2252,POS,Dining,Afternoon
4661,3100,Online,Dining,Afternoon
4662,1897,ATM Withdrawal,Travel,Morning
4663,4569,Online,Travel,Night
4664,983,Bank Transfer,Clothing,Morning
4665,75,ATM Withdrawal,Groceries,Evening
4666,2916,POS,Travel,Morning
4667,580,ATM Withdrawal,Clothing,Morning
4668,3902,Online,Dining,Morning
4669,317,ATM Withdrawal,Dining,Night
4670,3418,POS,Cash,Evening
4671,3752,POS,Electronics,Night
4672,792,ATM Withdrawal,Travel,Afternoon
4673,4226,Bank Transfer,Clothing,Evening
4674,775,POS,Cash,Morning
4675,3485,Bank Transfer,Clothing,Morning
4676,782,POS,Groceries,Morning
4677,3867,ATM Withdrawal,Cash,Night
4678,3195,POS,Clothing,Afternoon
4679,549,Bank Transfer,Travel,Evening
4680,2059,Bank Transfer,Clothing,Evening
4681,3293,ATM Withdrawal,Electronics,Night
4682,4685,Bank Transfer,Dining,Afternoon
4683,1673,Bank Transfer,Dining,Evening
4684,1057,ATM Withdrawal,Cash,Night
4685,3846,POS,Clothing,Afternoon
4686,3449,ATM Withdrawal,Clothing,Afternoon
4687,515,POS,Clothing,Evening
4688,3257,POS,Clothing,Evening
4689,3510,POS,Electronics,Afternoon
4690,1920,Online,Travel,Evening
4691,742,POS,Electronics,Night
4692,3523,ATM Withdrawal,Electronics,Afternoon
4693,1581,ATM Withdrawal,Electronics,Evening
4694,4619,ATM Withdrawal,Dining,Evening
4695,2952,Online,Electronics,Night
4696,4466,Bank Transfer,Clothing,Evening
4697,2331,Online,Electronics,Evening
4698,3345,ATM Withdrawal,Clothing,Evening
4699,4632,ATM Withdrawal,Cash,Morning
4700,4384,Bank Transfer,Travel,Night
4701,2763,Online,Dining,Night
4702,1382,ATM Withdrawal,Travel,Morning
4703,1454,POS,Cash,Night
4704,3386,POS,Travel,Evening
4705,299,ATM Withdrawal,Dining,Evening
4706,2075,POS,Clothing,Evening
4707,73,Bank Transfer,Cash,Night
4708,3955,ATM Withdrawal,Cash,Night
4709,339,Online,Clothing,Afternoon
4710,4868,ATM Withdrawal,Clothing,Morning
4711,1973,Bank Transfer,Dining,Night
4712,3098,Online,Electronics,Afternoon
4713,2500,Bank Transfer,Groceries,Morning
4714,150,POS,Electronics,Morning
4715,4549,POS,Electronics,Evening
4716,2483,POS,Travel,Evening
4717,3913,Bank Transfer,Groceries,Afternoon
4718,459,Bank Transfer,Clothing,Afternoon
4719,1835,ATM Withdrawal,Electronics,Evening
4720,4456,Online,Dining,Evening
4721,4704,Online,Electronics,Morning
4722,4816,Bank Transfer,Clothing,Morning
4723,879,Bank Transfer,Electronics,Night
4724,3574,POS,Cash,Evening
4725,3669,Bank Transfer,Travel,Morning
4726,3612,POS,Travel,Afternoon
4727,402,Bank Transfer,Electronics,Morning
4728,851,Online,Travel,Evening
4729,2458,ATM Withdrawal,Dining,Morning
4730,2801,Bank Transfer,Groceries,Evening
4731,2963,POS,Electronics,Morning
4732,1368,ATM Withdrawal,Dining,Night
4733,1000,POS,Cash,Night
4734,1048,POS,Dining,Afternoon
4735,37,ATM Withdrawal,Dining,Afternoon
4736,397,ATM Withdrawal,Cash,Evening
4737,842,ATM Withdrawal,Clothing,Evening
4738,259,Bank Transfer,Electronics,Evening
4739,2037,ATM Withdrawal,Electronics,Morning
4740,1538,Bank Transfer,Electronics,Morning
4741,4203,Online,Groceries,Morning
4742,1848,Online,Dining,Afternoon
4743,1370,POS,Electronics,Evening
4744,3119,POS,Travel,Morning
4745,1333,Bank Transfer,Clothing,Afternoon
4746,2236,POS,Cash,Night
4747,3690,Online,Cash,Evening
4748,901,Bank Transfer,Groceries,Night
4749,1315,Bank Transfer,Cash,Afternoon
4750,4558,ATM Withdrawal,Clothing,Evening
4751,4202,Bank Transfer,Dining,Morning
4752,271,POS,Cash,Afternoon
4753,2350,Online,Cash,Night
4754,1803,POS,Travel,Night
4755,2306,Online,Dining,Night
4756,2302,ATM Withdrawal,Electronics,Afternoon
4757,2180,Online,Clothing,Afternoon
4758,334,ATM Withdrawal,Cash,Evening
4759,995,POS,Travel,Evening
4760,4792,ATM Withdrawal,Clothing,Night
4761,3862,Bank Transfer,Groceries,Afternoon
4762,1749,Bank Transfer,Travel,Evening
4763,1870,Online,Groceries,Afternoon
4764,3147,POS,Cash,Morning
4765,3908,POS,Travel,Afternoon
4766,845,Online,Electronics,Night
4767,4164,Bank Transfer,Clothing,Afternoon
4768,2788,ATM Withdrawal,Clothing,Night
4769,1406,Online,Dining,Evening
4770,1686,ATM Withdrawal,Travel,Evening
4771,4341,ATM Withdrawal,Travel,Evening
4772,4323,POS,Groceries,Morning
4773,1847,Bank Transfer,Travel,Night
4774,3731,ATM Withdrawal,Clothing,Morning
4775,3682,Bank Transfer,Travel,Morning
4776,3032,POS,Dining,Evening
4777,4694,Online,Dining,Night
4778,1681,Online,Clothing,Afternoon
4779,926,POS,Clothing,Afternoon
4780,927,POS,Clothing,Night
4781,1143,ATM Withdrawal,Travel,Afternoon
4782,1846,POS,Travel,Evening
4783,2148,Online,Electronics,Evening
4784,4017,Bank Transfer,Cash,Morning
4785,1915,Bank Transfer,Cash,Evening
4786,3999,Bank Transfer,Groceries,Afternoon
4787,3495,Bank Transfer,Travel,Morning
4788,4807,POS,Electronics,Night
4789,2130,POS,Electronics,Night
4790,2742,Bank Transfer,Dining,Morning
4791,2779,POS,Travel,Evening
4792,1331,ATM Withdrawal,Electronics,Morning
4793,3726,POS,Dining,Morning
4794,3364,ATM Withdrawal,Groceries,Evening
4795,1538,ATM Withdrawal,Dining,Night
4796,4753,POS,Groceries,Morning
4797,769,Bank Transfer,Cash,Night
4798,3422,ATM Withdrawal,Cash,Afternoon
4799,1367,POS,Clothing,Evening
4800,2200,Online,Clothing,Afternoon
4801,3491,Bank Transfer,Dining,Night
4802,958,Online,Clothing,Afternoon
4803,2089,ATM Withdrawal,Travel,Afternoon
4804,1776,Online,Dining,Afternoon
4805,37,POS,Electronics,Morning
4806,2480,Bank Transfer,Travel,Morning
4807,2548,ATM Withdrawal,Dining,Evening
4808,169,POS,Cash,Night
4809,2902,Bank Transfer,Groceries,Night
4810,4123,ATM Withdrawal,Clothing,Evening
4811,3732,ATM Withdrawal,Clothing,Night
4812,3741,ATM Withdrawal,Clothing,Night
4813,2481,ATM Withdrawal,Dining,Afternoon
4814,4860,Online,Travel,Afternoon
4815,1580,Online,Groceries,Night
4816,846,Online,Clothing,Evening
4817,4999,ATM Withdrawal,Travel,Evening
4818,3948,Online,Electronics,Night
4819,2296,Bank Transfer,Cash,Evening
4820,3415,ATM Withdrawal,Electronics,Evening
4821,2680,Bank Transfer,Groceries,Afternoon
4822,4122,Bank Transfer,Clothing,Evening
4823,4757,Online,Electronics,Morning
4824,4365,ATM Withdrawal,Cash,Afternoon
4825,1637,Online,Travel,Morning
4826,1876,Online,Travel,Night
4827,214,Online,Electronics,Evening
4828,3589,ATM Withdrawal,Clothing,Morning
4829,3184,ATM Withdrawal,Cash,Evening
4830,801,Online,Groceries,Morning
4831,4102,Bank Transfer,Clothing,Afternoon
4832,3757,Bank Transfer,Dining,Night
4833,1115,ATM Withdrawal,Electronics,Morning
4834,1100,POS,Dining,Afternoon
4835,1617,Online,Electronics,Night
4836,1849,Online,Groceries,Morning
4837,3407,POS,Clothing,Morning
4838,76,ATM Withdrawal,Cash,Afternoon
4839,4789,Bank Transfer,Clothing,Night
4840,1288,ATM Withdrawal,Electronics,Night
4841,4168,Bank Transfer,Travel,Afternoon
4842,823,Bank Transfer,Dining,Evening
4843,412,ATM Withdrawal,Cash,Afternoon
4844,2012,Online,Cash,Night
4845,4176,Online,Clothing,Afternoon
4846,2935,Online,Clothing,Evening
4847,3003,Bank Transfer,Electronics,Afternoon
4848,1096,Online,Travel,Afternoon
4849,4350,Bank Transfer,Dining,Morning
4850,2576,Online,Travel,Evening
4851,4498,ATM Withdrawal,Cash,Night
4852,781,POS,Travel,Evening
4853,3682,Bank Transfer,Electronics,Night
4854,3258,ATM Withdrawal,Travel,Night
4855,1679,Bank Transfer,Dining,Morning
4856,1566,Bank Transfer,Cash,Evening
4857,2968,ATM Withdrawal,Groceries,Morning
4858,1161,Online,Cash,Afternoon
4859,1227,Bank Transfer,Groceries,Evening
4860,2241,POS,Dining,Afternoon
4861,4352,POS,Cash,Evening
4862,3954,ATM Withdrawal,Cash,Night
4863,2052,POS,Cash,Afternoon
4864,715,ATM Withdrawal,Cash,Evening
4865,2679,ATM Withdrawal,Electronics,Evening
4866,2123,Bank Transfer,Clothing,Afternoon
4867,2987,ATM Withdrawal,Cash,Morning
4868,4359,ATM Withdrawal,Electronics,Evening
4869,4388,Online,Dining,Morning
4870,432,Bank Transfer,Cash,Morning
4871,2031,POS,Travel,Morning
4872,3803,Online,Cash,Morning
4873,4141,Online,Cash,Morning
4874,540,Bank Transfer,Groceries,Night
4875,100,Bank Transfer,Travel,Morning
4876,3382,Online,Cash,Night
4877,1952,Bank Transfer,Cash,Evening
4878,3815,Bank Transfer,Cash,Night
4879,1250,ATM Withdrawal,Electronics,Night
4880,1768,Bank Transfer,Dining,Morning
4881,107,ATM Withdrawal,Groceries,Evening
4882,1489,Online,Cash,Evening
4883,4636,Online,Dining,Evening
4884,1842,POS,Groceries,Afternoon
4885,2595,Bank Transfer,Groceries,Night
4886,3657,Online,Groceries,Morning
4887,89,ATM Withdrawal,Cash,Afternoon
4888,4719,Online,Electronics,Morning
4889,2233,Bank Transfer,Cash,Afternoon
4890,2579,POS,Cash,Evening
4891,1782,POS,Dining,Afternoon
4892,4528,Online,Clothing,Evening
4893,1133,POS,Clothing,Afternoon
4894,3821,Bank Transfer,Clothing,Morning
4895,3484,Bank Transfer,Dining,Morning
4896,2633,POS,Travel,Afternoon
4897,1413,ATM Withdrawal,Dining,Night
4898,2588,POS,Groceries,Night
4899,341,POS,Cash,Afternoon
4900,4758,Online,Travel,Night
4901,3618,ATM Withdrawal,Groceries,Morning
4902,749,POS,Cash,Night
4903,4616,Online,Cash,Afternoon
4904,51,Online,Groceries,Night
4905,4990,Online,Dining,Afternoon
4906,3888,Bank Transfer,Clothing,Morning
4907,1959,Online,Travel,Evening
4908,3470,Online,Cash,Morning
4909,2138,Bank Transfer,Electronics,Morning
4910,4507,Bank Transfer,Cash,Afternoon
4911,2164,Online,Clothing,Morning
4912,1247,POS,Cash,Morning
4913,1776,ATM Withdrawal,Electronics,Night
4914,1851,Bank Transfer,Dining,Afternoon
4915,515,ATM Withdrawal,Cash,Night
4916,1851,Bank Transfer,Travel,Afternoon
4917,4825,Online,Dining,Night
4918,1404,Bank Transfer,Electronics,Night
4919,266,Online,Groceries,Evening
4920,1730,ATM Withdrawal,Cash,Morning
4921,1081,POS,Dining,Night
4922,1632,Online,Cash,Evening
4923,2076,ATM Withdrawal,Travel,Night
4924,1079,ATM Withdrawal,Cash,Night
4925,460,Bank Transfer,Dining,Evening
4926,907,Online,Clothing,Evening
4927,4846,ATM Withdrawal,Dining,Evening
4928,3738,POS,Electronics,Morning
4929,91,Bank Transfer,Dining,Morning
4930,746,Bank Transfer,Travel,Night
4931,4184,ATM Withdrawal,Dining,Morning
4932,3954,Online,Dining,Evening
4933,2217,Bank Transfer,Travel,Afternoon
4934,3958,Online,Dining,Morning
4935,2012,ATM Withdrawal,Travel,Evening
4936,1701,ATM Withdrawal,Electronics,Evening
4937,1189,Online,Travel,Evening
4938,2945,POS,Electronics,Evening
4939,2525,Bank Transfer,Electronics,Night
4940,4958,ATM Withdrawal,Travel,Evening
4941,471,POS,Dining,Evening
4942,2911,POS,Cash,Night
4943,126,Online,Clothing,Morning
4944,1664,Online,Cash,Afternoon
4945,4571,Online,Travel,Night
4946,1808,POS,Dining,Night
4947,669,Bank Transfer,Electronics,Morning
4948,3247,Online,Groceries,Morning
4949,2132,Bank Transfer,Clothing,Evening
4950,3829,Online,Cash,Morning
4951,3353,POS,Dining,Afternoon
4952,2560,Bank Transfer,Clothing,Night
4953,4900,Bank Transfer,Groceries,Afternoon
4954,1596,POS,Groceries,Evening
4955,4692,Bank Transfer,Groceries,Afternoon
4956,2757,POS,Cash,Evening
4957,644,POS,Travel,Afternoon
4958,2892,ATM Withdrawal,Clothing,Night
4959,2821,Online,Travel,Afternoon
4960,4463,ATM Withdrawal,Groceries,Morning
4961,4025,POS,Dining,Afternoon
4962,2749,POS,Groceries,Night
4963,1894,Bank Transfer,Travel,Evening
4964,1528,POS,Groceries,Afternoon
4965,631,POS,Groceries,Afternoon
4966,4587,POS,Travel,Morning
4967,1547,Online,Travel,Evening
4968,2347,ATM Withdrawal,Dining,Evening
4969,2004,ATM Withdrawal,Travel,Evening
4970,2080,Online,Dining,Night
4971,4911,Online,Electronics,Night
4972,4940,Online,Electronics,Morning
4973,2375,ATM Withdrawal,Travel,Afternoon
4974,2855,ATM Withdrawal,Groceries,Night
4975,3048,POS,Clothing,Evening
4976,864,ATM Withdrawal,Groceries,Afternoon
4977,2738,Bank Transfer,Travel,Afternoon
4978,925,ATM Withdrawal,Dining,Afternoon
4979,4948,Online,Groceries,Morning
4980,141,ATM Withdrawal,Electronics,Night
4981,1126,POS,Cash,Night
4982,3603,ATM Withdrawal,Travel,Afternoon
4983,870,Online,Groceries,Morning
4984,303,Bank Transfer,Cash,Morning
4985,2698,Online,Groceries,Night
4986,1009,Bank Transfer,Dining,Night
4987,2306,POS,Dining,Morning
4988,3695,POS,Dining,Evening
4989,296,ATM Withdrawal,Cash,Morning
4990,459,POS,Clothing,Evening
4991,2348,POS,Cash,Night
4992,3250,Online,Travel,Morning
4993,2713,Online,Travel,Morning
4994,3126,ATM Withdrawal,Electronics,Morning
4995,4581,ATM Withdrawal,Electronics,Morning
4996,262,ATM Withdrawal,Travel,Afternoon
4997,1429,ATM Withdrawal,Groceries,Afternoon
4998,2346,Online,Travel,Night
4999,1245,ATM Withdrawal,Clothing,Night
5000,1009,ATM Withdrawal,Electronics,Morning
5001,3770,POS,Electronics,Afternoon
5002,4126,ATM Withdrawal,Cash,Night
5003,4421,Bank Transfer,Electronics,Evening
5004,2621,POS,Travel,Afternoon
5005,1456,Online,Electronics,Afternoon
5006,2180,Bank Transfer,Electronics,Afternoon
5007,2931,ATM Withdrawal,Cash,Morning
5008,3693,POS,Travel,Evening
5009,2271,ATM Withdrawal,Groceries,Morning
5010,1955,POS,Electronics,Night
5011,4944,ATM Withdrawal,Electronics,Evening
5012,1863,Bank Transfer,Electronics,Morning
5013,609,Online,Clothing,Afternoon
5014,4897,Bank Transfer,Travel,Evening
5015,4145,Bank Transfer,Electronics,Afternoon
5016,3413,Online,Clothing,Night
5017,3000,POS,Groceries,Evening
5018,4753,POS,Groceries,Night
5019,4287,Online,Cash,Night
5020,4370,ATM Withdrawal,Cash,Night
5021,2828,POS,Cash,Evening
5022,872,Bank Transfer,Clothing,Night
5023,4537,Online,Groceries,Morning
5024,4065,Bank Transfer,Cash,Morning
5025,1229,POS,Dining,Night
5026,3805,Online,Cash,Afternoon
5027,4614,Online,Groceries,Night
5028,4552,POS,Dining,Night
5029,537,POS,Clothing,Afternoon
5030,2932,Online,Dining,Evening
5031,3214,ATM Withdrawal,Groceries,Evening
5032,1172,Online,Electronics,Night
5033,4774,ATM Withdrawal,Dining,Morning
5034,3574,Bank Transfer,Groceries,Morning
5035,856,ATM Withdrawal,Cash,Morning
5036,2127,ATM Withdrawal,Electronics,Night
5037,3096,POS,Clothing,Morning
5038,1780,Online,Clothing,Morning
5039,3293,Bank Transfer,Travel,Evening
5040,1835,Online,Clothing,Night
5041,3333,ATM Withdrawal,Travel,Evening
5042,455,ATM Withdrawal,Clothing,Afternoon
5043,1035,ATM Withdrawal,Clothing,Evening
5044,1781,Online,Clothing,Night
5045,1369,ATM Withdrawal,Travel,Morning
5046,28,Online,Cash,Night
5047,570,Bank Transfer,Travel,Evening
5048,481,Bank Transfer,Dining,Night
5049,37,Online,Groceries,Night
5050,569,Bank Transfer,Groceries,Evening
5051,2665,POS,Cash,Evening
5052,3246,ATM Withdrawal,Groceries,Afternoon
5053,4563,ATM Withdrawal,Clothing,Afternoon
5054,954,ATM Withdrawal,Cash,Evening
5055,3958,POS,Groceries,Night
5056,3666,ATM Withdrawal,Travel,Evening
5057,4973,Online,Dining,Morning
5058,3073,ATM Withdrawal,Electronics,Afternoon
5059,1989,Online,Dining,Morning
5060,2726,Bank Transfer,Groceries,Night
5061,4931,Online,Cash,Morning
5062,825,Online,Groceries,Evening
5063,2336,Online,Travel,Evening
5064,2340,ATM Withdrawal,Dining,Evening
5065,1012,POS,Travel,Morning
5066,1552,POS,Travel,Morning
5067,4214,Online,Electronics,Morning
5068,1239,ATM Withdrawal,Travel,Evening
5069,3315,POS,Travel,Evening
5070,2539,Bank Transfer,Electronics,Evening
5071,1440,Bank Transfer,Clothing,Morning
5072,3922,ATM Withdrawal,Clothing,Morning
5073,1542,Bank Transfer,Cash,Night
5074,1902,Bank Transfer,Electronics,Afternoon
5075,3134,Bank Transfer,Cash,Evening
5076,1431,POS,Cash,Morning
5077,400,Bank Transfer,Travel,Afternoon
5078,2828,Online,Cash,Morning
5079,1879,Online,Groceries,Morning
5080,2970,Bank Transfer,Dining,Evening
5081,1205,Online,Groceries,Afternoon
5082,2615,POS,Groceries,Morning
5083,867,ATM Withdrawal,Travel,Afternoon
5084,3237,Online,Dining,Afternoon
5085,1526,Bank Transfer,Cash,Evening
5086,1163,ATM Withdrawal,Dining,Afternoon
5087,852,ATM Withdrawal,Cash,Night
5088,1692,Bank Transfer,Clothing,Night
5089,304,Online,Electronics,Evening
5090,654,POS,Travel,Evening
5091,3643,Online,Cash,Night
5092,2145,Online,Cash,Evening
5093,120,POS,Dining,Afternoon
5094,593,ATM Withdrawal,Travel,Morning
5095,3235,POS,Cash,Evening
5096,1496,POS,Clothing,Night
5097,4874,Bank Transfer,Groceries,Morning
5098,1658,Bank Transfer,Cash,Afternoon
5099,2391,Online,Dining,Morning
5100,115,Bank Transfer,Clothing,Night
5101,3563,POS,Travel,Morning
5102,1704,POS,Cash,Night
5103,1743,Bank Transfer,Clothing,Evening
5104,391,Bank Transfer,Clothing,Evening
5105,2746,Bank Transfer,Clothing,Night
5106,4366,POS,Clothing,Evening
5107,1326,ATM Withdrawal,Clothing,Afternoon
5108,2712,ATM Withdrawal,Clothing,Morning
5109,4925,Bank Transfer,Electronics,Night
5110,4084,Online,Travel,Night
5111,4814,Online,Groceries,Night
5112,916,ATM Withdrawal,Travel,Afternoon
5113,672,Bank Transfer,Dining,Afternoon
5114,472,POS,Dining,Afternoon
5115,2912,Online,Travel,Night
5116,4690,Online,Clothing,Afternoon
5117,952,POS,Electronics,Evening
5118,167,POS,Groceries,Morning
5119,3319,Bank Transfer,Cash,Evening
5120,1336,POS,Cash,Evening
5121,2727,POS,Clothing,Afternoon
5122,2678,POS,Travel,Night
5123,2578,ATM Withdrawal,Cash,Evening
5124,3402,POS,Travel,Morning
5125,2116,Online,Electronics,Afternoon
5126,4809,Bank Transfer,Electronics,Evening
5127,657,Bank Transfer,Travel,Afternoon
5128,3332,Bank Transfer,Clothing,Morning
5129,2948,ATM Withdrawal,Clothing,Afternoon
5130,2493,Online,Clothing,Night
5131,4251,POS,Cash,Evening
5132,2916,Online,Groceries,Evening
5133,3035,Bank Transfer,Groceries,Night
5134,1385,POS,Clothing,Morning
5135,1833,Bank Transfer,Travel,Morning
5136,254,Bank Transfer,Electronics,Afternoon
5137,2358,Bank Transfer,Dining,Evening
5138,877,Online,Electronics,Morning
5139,2871,Online,Electronics,Night
5140,489,Bank Transfer,Dining,Night
5141,2472,Bank Transfer,Clothing,Night
5142,1945,POS,Electronics,Morning
5143,3383,Bank Transfer,Dining,Night
5144,3031,Bank Transfer,Cash,Evening
5145,3202,Bank Transfer,Travel,Morning
5146,97,Bank Transfer,Travel,Morning
5147,1250,Online,Travel,Evening
5148,582,Bank Transfer,Clothing,Night
5149,823,ATM Withdrawal,Electronics,Morning
5150,188,Bank Transfer,Electronics,Evening
5151,1735,Online,Groceries,Evening
5152,172,ATM Withdrawal,Travel,Afternoon
5153,2650,ATM Withdrawal,Clothing,Night
5154,1015,Bank Transfer,Dining,Night
5155,2358,Bank Transfer,Clothing,Evening
5156,2431,Online,Electronics,Morning
5157,2765,ATM Withdrawal,Travel,Afternoon
5158,4308,ATM Withdrawal,Groceries,Afternoon
5159,4152,Online,Cash,Morning
5160,4568,Bank Transfer,Clothing,Afternoon
5161,3751,POS,Groceries,Morning
5162,4513,POS,Electronics,Afternoon
5163,1227,ATM Withdrawal,Dining,Morning
5164,2484,ATM Withdrawal,Clothing,Evening
5165,939,Bank Transfer,Cash,Evening
5166,326,POS,Electronics,Afternoon
5167,1512,ATM Withdrawal,Travel,Afternoon
5168,430,Bank Transfer,Clothing,Evening
5169,4368,POS,Groceries,Night
5170,1459,Online,Clothing,Morning
5171,437,ATM Withdrawal,Electronics,Night
5172,406,Online,Electronics,Afternoon
5173,805,POS,Groceries,Evening
5174,116,Bank Transfer,Cash,Afternoon
5175,4059,Bank Transfer,Electronics,Night
5176,107,POS,Clothing,Evening
5177,1913,Online,Cash,Evening
5178,3580,Bank Transfer,Groceries,Evening
5179,3311,ATM Withdrawal,Electronics,Morning
5180,52,Online,Electronics,Afternoon
5181,1587,Online,Clothing,Night
5182,4200,ATM Withdrawal,Electronics,Morning
5183,4293,POS,Clothing,Night
5184,394,Bank Transfer,Travel,Morning
