customer_id,salary_deposits,total_expenses,risk_level
3477,10384,779,low
3478,12866,2891,medium
3479,5845,9732,low
3480,4577,6939,medium
3481,2091,1461,low
3482,6234,7327,medium
3483,10672,12537,high
3484,8592,1717,low
3485,13108,11912,low
3486,14627,9066,high
3487,10128,6507,low
3488,3075,4630,medium
3489,4513,1892,low
3490,10168,2576,low
3491,8861,9466,low
3492,10990,4816,low
3493,14762,6696,medium
3494,14141,12116,low
3495,2604,10815,low
3496,4979,5089,low
3497,9140,12285,low
3498,9065,8642,medium
3499,6916,6760,high
3500,8800,8971,low
3501,2597,8397,medium
3502,11724,5341,medium
3503,9320,11503,low
3504,10705,11034,high
3505,7622,7661,low
3506,3877,10166,low
3507,14164,10549,medium
3508,14035,13884,low
3509,3699,11581,medium
3510,11221,1559,medium
3511,14787,2422,low
3512,7780,12491,medium
3513,2716,6601,low
3514,6086,5092,low
3515,2665,6849,medium
3516,9846,2973,high
3517,8611,8608,low
3518,12400,12831,low
3519,3079,8596,medium
3520,10419,10543,medium
3521,10340,12233,medium
3522,3069,7248,low
3523,7263,5049,low
3524,9951,1094,low
3525,14919,5952,medium
3526,3363,1006,low
3527,6508,5389,low
3528,3755,8137,high
3529,2519,8712,low
3530,7463,1899,high
3531,13736,3701,medium
3532,12514,8354,medium
3533,9233,7263,low
3534,3102,11153,low
3535,2597,8462,medium
3536,5273,5690,medium
3537,14241,6181,medium
3538,7781,4178,low
3539,12797,836,medium
3540,8256,2167,medium
3541,9258,12268,medium
3542,12380,1409,medium
3543,10780,8967,medium
3544,8554,9583,medium
3545,14664,8704,low
3546,11599,5622,low
3547,10002,8653,low
3548,6846,12749,low
3549,14914,11717,low
3550,13582,1473,low
3551,13632,4770,low
3552,11821,12662,low
3553,11186,1908,medium
3554,6798,10635,high
3555,8605,2788,low
3556,12251,9238,high
3557,14764,1718,low
3558,4986,1920,low
3559,2400,10146,low
3560,4855,3877,low
3561,12416,8001,medium
3562,5412,11464,medium
3563,2056,4598,low
3564,10022,3238,low
3565,3875,8119,low
3566,6543,12439,low
3567,6298,2342,low
3568,5768,9438,low
3569,7752,3316,medium
3570,6833,9563,high
3571,14489,994,low
3572,3353,7060,high
3573,12602,6010,low
3574,6987,3944,low
3575,8597,13415,low
3576,6311,9767,medium
3577,12794,8043,high
3578,4934,8062,medium
3579,2022,4494,low
3580,12394,12929,medium
3581,3209,7753,low
3582,12488,545,medium
3583,10940,11748,low
3584,2804,2557,low
3585,10325,1163,low
3586,6416,5168,medium
3587,12629,2529,low
3588,10625,6217,medium
3589,7141,3196,low
3590,6968,13700,medium
3591,5671,9331,medium
3592,13928,3163,medium
3593,9292,3245,low
3594,9001,5504,low
3595,14231,6821,low
3596,4098,13656,medium
3597,13109,5625,low
3598,10444,5448,low
3599,7061,4902,low
3600,11321,11287,low
3601,5264,3927,medium
3602,7435,6412,low
3603,10493,894,medium
3604,8691,4097,low
3605,12169,13536,low
3606,4763,11024,low
3607,6005,829,low
3608,5241,10789,low
3609,5057,1272,medium
3610,2550,8635,low
3611,7574,2145,medium
3612,7411,10424,low
3613,3587,13165,low
3614,12014,2287,medium
3615,7920,10315,low
3616,7260,1499,low
3617,13409,2348,low
3618,13688,2061,low
3619,6409,1273,medium
3620,14471,7811,low
3621,7783,5679,medium
3622,2712,2303,medium
3623,12367,9790,low
3624,7406,2550,high
3625,9990,10290,low
3626,9420,1247,high
3627,14264,8625,low
3628,14041,6360,medium
3629,8843,4473,low
3630,4433,11014,low
3631,5301,10245,medium
3632,2270,2115,medium
3633,11986,4254,low
3634,12654,13116,low
3635,14485,10994,medium
3636,13586,6006,medium
3637,3079,4721,high
3638,13070,13554,medium
3639,7322,12347,high
3640,14915,12087,medium
3641,10795,5791,low
3642,7257,6354,low
3643,9982,716,medium
3644,11777,12008,medium
3645,13249,1859,low
3646,8214,4274,low
3647,7006,5917,high
3648,5985,5427,low
3649,14881,12969,low
3650,11587,4929,low
3651,13880,5106,low
3652,10791,4978,low
3653,10705,2396,low
3654,7991,7866,low
3655,8227,4927,medium
3656,11258,13976,low
3657,9833,5861,medium
3658,4886,9591,medium
3659,4653,1141,low
3660,11280,5846,medium
3661,14577,5229,low
3662,6864,4127,medium
3663,4514,7094,low
3664,5969,8887,medium
3665,5284,10585,medium
3666,9740,3775,low
3667,6566,4550,low
3668,4196,5053,medium
3669,14375,5425,medium
3670,2789,2804,low
3671,5475,12292,medium
3672,13345,3843,low
3673,11856,2556,medium
3674,3309,3308,low
3675,2864,7592,medium
3676,14055,9916,low
3677,7389,7726,low
3678,5363,1386,low
3679,13716,9084,low
3680,13978,10367,low
3681,10215,11882,low
3682,5003,8220,medium
3683,10502,2946,low
3684,3231,4405,low
3685,9959,6974,low
3686,13980,12030,low
3687,4711,4091,low
3688,8581,12458,low
3689,9705,11219,low
3690,14993,2681,low
3691,2421,12456,low
3692,11965,5511,low
3693,13760,5530,low
3694,2946,854,low
3695,11378,3131,high
3696,3834,2021,low
3697,3564,3172,medium
3698,9332,11870,low
3699,6944,2837,medium
3700,12139,7468,medium
3701,3308,1128,low
3702,4986,7662,high
3703,2386,3179,low
3704,8131,5766,low
3705,11353,4922,medium
3706,5258,10130,medium
3707,8121,7963,low
3708,6811,10113,low
3709,8574,1626,low
3710,8697,11375,low
3711,5933,2280,medium
3712,13039,10223,low
3713,14713,10606,low
3714,3439,9924,low
3715,8169,10648,low
3716,13634,7071,low
3717,6480,9084,medium
3718,2055,1325,high
3719,5324,11655,medium
3720,8777,7776,low
3721,2105,2895,medium
3722,5201,4645,medium
3723,2669,7559,medium
3724,14663,5992,low
3725,10934,13838,low
3726,2966,7611,low
3727,2307,13587,low
3728,4138,10484,low
3729,13656,11756,low
3730,2109,7292,low
3731,5632,10055,medium
3732,8728,11040,low
3733,14627,4051,low
3734,7684,8211,high
3735,8499,4128,high
3736,3915,12028,medium
3737,14455,2065,high
3738,2556,4167,low
3739,9619,10905,high
3740,2104,6959,low
3741,4047,4596,low
3742,2145,1519,low
3743,12955,8428,low
3744,2873,9976,low
3745,2298,8754,medium
3746,5238,11222,medium
3747,10837,12084,low
3748,14925,6465,low
3749,8382,11964,medium
3750,13270,2769,medium
3751,4511,12939,low
3752,8596,9335,medium
3753,2783,5221,low
3754,6992,8908,low
3755,2370,695,high
3756,2486,12556,low
3757,9378,3773,low
3758,12229,5610,medium
3759,5196,11386,medium
3760,11552,7901,low
3761,6287,3712,low
3762,4261,3255,low
3763,12813,2021,medium
3764,11148,6174,low
3765,10572,1580,low
3766,13841,6123,high
3767,2238,1221,low
3768,8843,2062,low
3769,3105,1139,low
3770,3386,4760,medium
3771,12744,13002,low
3772,12441,5690,low
3773,11719,12479,medium
3774,3667,4236,low
3775,14324,8246,low
3776,4691,589,low
3777,9756,11613,low
3778,13864,1751,low
3779,3996,9794,low
3780,3425,5203,low
3781,13004,848,low
3782,10023,12605,medium
3783,8849,4552,high
3784,5247,3441,medium
3785,4592,8937,medium
3786,3490,771,low
3787,3224,2530,high
3788,4587,13190,low
3789,9714,8336,high
3790,5064,11879,high
3791,9804,12198,medium
3792,2832,10157,high
3793,14884,9887,low
3794,4440,11779,low
3795,6795,11700,low
3796,3646,12515,low
3797,2440,7541,low
3798,7956,5675,medium
3799,11721,10306,high
3800,13157,1626,low
3801,4367,4879,medium
3802,8696,9208,high
3803,13478,11357,high
3804,7190,9993,high
3805,6663,8552,low
3806,9062,1111,high
3807,6331,1249,medium
3808,11496,2356,low
3809,5034,9091,low
3810,13880,2026,medium
3811,14165,10716,low
3812,11377,6729,medium
3813,5262,9011,medium
3814,4107,13843,low
3815,9036,9027,low
3816,12032,2598,medium
3817,6320,8365,low
3818,7938,673,low
3819,4747,12711,low
3820,6677,10333,low
3821,9972,1000,high
3822,6264,4146,low
3823,5133,6719,medium
3824,13612,2863,low
3825,3465,10548,low
3826,6109,8040,medium
3827,4211,11844,medium
3828,7539,2396,low
3829,12996,6259,low
3830,11735,10410,low
3831,3689,2278,low
3832,11763,13484,medium
3833,9727,3557,low
3834,9764,13519,low
3835,6541,5690,low
3836,13471,7497,high
3837,5541,11405,high
3838,13215,12520,low
3839,2818,5247,medium
3840,6521,9786,low
3841,3124,545,low
3842,7660,13858,medium
3843,7641,8258,high
3844,3129,10137,high
3845,3702,10888,low
3846,4001,7553,low
3847,8912,3701,medium
3848,5878,955,low
3849,14564,10354,low
3850,9232,3424,low
3851,11998,8298,medium
3852,13139,1465,low
3853,8331,5464,low
3854,8035,2028,high
3855,13401,3476,low
3856,12344,3571,low
3857,14833,13788,low
3858,8523,5369,low
3859,14397,6887,low
3860,10111,3021,low
3861,10736,7025,medium
3862,4401,1626,low
3863,12556,7132,high
3864,11481,13848,low
3865,13957,6273,low
3866,12067,8216,low
3867,14620,3904,low
3868,14879,4992,medium
3869,10974,2843,low
3870,2539,606,low
3871,12974,13741,medium
3872,7615,11269,high
3873,12860,3654,medium
3874,14906,13721,low
3875,14129,13075,medium
3876,4956,4553,low
3877,10077,5301,low
3878,5722,6639,low
3879,14059,6080,low
3880,12025,714,low
3881,7087,5900,low
3882,12338,7375,medium
3883,8460,13131,low
3884,4170,4789,low
3885,5391,4753,low
3886,8942,9156,high
3887,3616,6747,low
3888,14809,6677,low
3889,11108,7769,medium
3890,8458,2872,medium
3891,4756,7334,low
3892,8853,9283,medium
3893,9709,10880,medium
3894,3936,7117,medium
3895,14234,5650,low
3896,5091,9575,medium
3897,14847,8602,low
3898,2968,4658,low
3899,9297,8227,low
3900,13556,5706,low
3901,5203,803,low
3902,8499,13872,medium
3903,7173,13183,low
3904,2889,833,low
3905,10984,11525,low
3906,13650,5006,low
3907,11173,2831,high
3908,9382,5061,low
3909,5531,579,low
3910,13721,4263,low
3911,2801,11523,low
3912,10234,5696,low
3913,5349,10669,medium
3914,10005,1232,high
3915,11969,4476,low
3916,5201,10509,medium
3917,2349,6159,medium
3918,11759,1884,medium
3919,11321,2624,low
3920,13151,7152,low
3921,13979,5783,low
3922,11972,7676,medium
3923,2583,9890,medium
3924,14719,7105,low
3925,5377,6207,low
3926,8028,2792,high
3927,9694,12909,medium
3928,8196,8876,high
3929,9083,12819,medium
3930,5401,1497,low
3931,5185,10678,low
3932,12386,11501,medium
3933,7285,5164,low
3934,11354,2857,low
3935,8772,5991,medium
3936,10490,2179,low
3937,5347,13617,medium
3938,12131,6215,low
3939,2788,11731,high
3940,6945,13867,low
3941,4889,5386,low
3942,11569,7940,medium
3943,7273,11203,low
3944,12141,7321,medium
3945,5272,4027,medium
3946,11069,11718,low
3947,7234,7313,low
3948,13934,3245,low
3949,11769,13781,low
3950,8902,12865,high
3951,13331,11273,medium
3952,9612,12895,medium
3953,4492,11503,medium
3954,12947,4590,low
3955,8745,6658,high
3956,12095,9061,medium
3957,11574,7971,medium
3958,6240,4243,medium
3959,4322,10696,low
3960,12748,10395,medium
3961,7298,7508,low
3962,3861,3824,low
3963,8620,9132,low
3964,12058,3757,high
3965,6047,11598,medium
3966,9581,726,medium
3967,9320,2901,medium
3968,13367,5218,low
3969,3098,1524,high
3970,7247,6172,low
3971,3734,8227,low
3972,6663,12183,low
3973,7909,5780,medium
3974,5416,12948,medium
3975,14818,1370,low
3976,8302,3699,low
3977,9593,2245,medium
3978,2680,5770,low
3979,10163,9135,medium
3980,4070,6386,high
3981,8668,6090,low
3982,10001,13250,low
3983,11921,8397,medium
3984,4191,9164,medium
3985,10859,8771,low
3986,11804,5658,high
3987,9586,8931,low
3988,10872,13344,low
3989,11164,1089,medium
3990,4846,10052,medium
3991,12324,2384,low
3992,4463,5899,medium
3993,8837,13927,low
3994,12721,11008,low
3995,12695,13122,low
3996,6922,9003,medium
3997,6392,1576,low
3998,5183,7735,low
3999,14225,7337,low
4000,5167,533,medium
4001,4997,2341,medium
4002,8521,4981,medium
4003,5227,8940,low
4004,8564,1634,medium
4005,12344,7761,low
4006,11920,5798,medium
4007,4024,13581,high
4008,2329,13639,low
4009,4486,7517,medium
4010,3155,8271,low
4011,12082,9067,low
4012,6477,9415,low
4013,4185,2413,low
4014,9086,4797,low
4015,4317,11184,medium
4016,5621,2442,low
4017,6491,4504,medium
4018,4511,11036,low
4019,9842,1831,low
4020,10641,8390,medium
4021,11546,5088,low
4022,9848,837,low
4023,7404,7566,medium
4024,7393,8313,low
4025,3293,10557,low
4026,4465,11829,low
4027,13294,9483,high
4028,12041,4111,medium
4029,5175,4200,medium
4030,9849,10208,medium
4031,14473,12645,low
4032,13391,6618,low
4033,11425,7605,medium
4034,11629,13729,low
4035,13544,12600,low
4036,14222,3173,low
4037,10444,2622,low
4038,10210,12477,high
4039,4759,7582,low
4040,7255,8750,low
4041,10414,11125,low
4042,2002,2562,high
4043,10130,1754,low
4044,3259,4188,low
4045,10190,4248,medium
4046,6323,6842,medium
4047,7773,4630,low
4048,14786,4757,low
4049,4568,3529,low
4050,3885,3346,low
4051,9060,13682,low
4052,9844,9162,low
4053,8111,4535,low
4054,11491,3399,low
4055,4338,10138,medium
4056,11268,4943,high
4057,5758,5289,medium
4058,13373,13722,low
4059,6810,1412,low
4060,11139,4742,high
4061,8791,8041,low
4062,9171,2211,low
4063,13930,9366,low
4064,4731,1939,medium
4065,14199,11426,medium
4066,2869,6113,low
4067,7166,4130,low
4068,2093,5875,high
4069,4987,7603,low
4070,14847,9377,medium
4071,11967,9818,medium
4072,12452,4716,medium
4073,10627,2966,low
4074,6947,11089,low
4075,8651,8324,low
4076,8979,12829,medium
4077,8794,12130,high
4078,14492,4624,low
4079,8524,1465,low
4080,5144,7428,high
4081,5587,6596,medium
4082,2076,6657,medium
4083,11007,9611,low
4084,10959,8620,low
4085,8553,13605,medium
4086,13877,11564,medium
4087,10297,2008,low
4088,14108,9904,low
4089,8694,1371,low
4090,4873,13082,low
4091,5346,11946,low
4092,9024,1363,high
4093,5148,12645,low
4094,13340,11800,medium
4095,11657,3555,low
4096,12779,5633,medium
4097,2244,12686,high
4098,4625,3182,low
4099,5849,13382,low
4100,11597,5778,low
4101,11173,5948,low
4102,9737,1113,medium
4103,14000,2372,high
4104,10333,11846,low
4105,2892,8223,low
4106,7487,7689,low
4107,9251,13943,medium
4108,9310,13252,low
4109,4399,12065,low
4110,6640,5886,medium
4111,4960,7442,medium
4112,12391,11883,low
4113,9325,9259,medium
4114,3469,12825,low
4115,12892,744,low
4116,13197,520,medium
4117,5374,13921,medium
4118,14911,9085,low
4119,10847,13774,low
4120,12960,6267,low
4121,10234,12506,low
4122,12503,10747,low
4123,9923,4015,low
4124,7122,11067,low
4125,11852,2410,medium
4126,7387,8981,medium
4127,14883,6382,medium
4128,9631,11250,low
4129,9226,13699,high
4130,7108,9052,medium
4131,4224,8576,medium
4132,4110,2122,medium
4133,2957,4814,high
4134,9146,12786,low
4135,2560,2953,low
4136,11522,2515,medium
4137,9413,10732,medium
4138,3312,10736,medium
4139,3821,3300,low
4140,13194,11662,low
4141,13595,9523,low
4142,7646,10485,high
4143,6945,12384,low
4144,7374,10483,low
4145,4651,11533,low
4146,12006,13382,low
4147,11933,10846,medium
4148,6701,9272,medium
4149,14000,7252,medium
4150,4877,7953,low
4151,7582,3353,medium
4152,13462,2736,low
4153,7390,4676,medium
4154,6083,2655,low
4155,2745,10036,low
4156,10749,6198,medium
4157,13493,7329,high
4158,2941,9037,low
4159,6023,2386,medium
4160,4296,6971,low
4161,2939,9246,low
4162,3610,4270,low
4163,8300,13089,low
4164,3725,8891,low
4165,11176,3440,low
4166,11779,3990,low
4167,14213,13850,high
4168,11528,8399,low
4169,13329,806,medium
4170,10853,3575,low
4171,9187,2156,medium
4172,2032,7744,low
4173,7985,7111,low
4174,5414,6822,low
4175,3156,3192,low
4176,5126,2264,low
4177,10252,775,medium
4178,14120,5771,medium
4179,3543,7831,medium
4180,2271,12053,medium
4181,7295,10093,low
4182,6076,13425,low
4183,13580,10467,low
4184,7902,12073,low
4185,12944,5525,low
4186,4709,4550,low
4187,11346,8580,low
4188,7221,3960,low
4189,14597,10572,medium
4190,14045,4335,medium
4191,11937,4778,low
4192,13624,2344,high
4193,10529,12069,high
4194,8722,571,low
4195,10201,7886,low
4196,6144,7362,low
4197,7606,7840,high
4198,8766,10368,medium
4199,2730,9987,low
4200,6890,8135,low
4201,3648,1543,low
4202,6228,11317,low
4203,13846,3542,low
4204,4130,1314,medium
4205,14663,6122,medium
4206,12588,10886,medium
4207,6366,12192,medium
4208,3506,7832,medium
4209,4158,809,low
4210,4916,7161,medium
4211,14363,10753,low
4212,5229,4727,medium
4213,13795,2377,low
4214,11858,11494,medium
4215,14616,2986,low
4216,8265,7386,low
4217,6136,5335,low
4218,13161,12437,low
4219,4689,1294,medium
4220,9190,7286,medium
4221,12518,4514,low
4222,4810,7892,low
4223,12708,13045,low
4224,13663,5853,low
4225,8152,3907,low
4226,2012,11148,medium
4227,13162,10543,low
4228,7938,1474,low
4229,9999,9739,low
4230,9219,13058,low
4231,7328,13906,low
4232,5621,4737,medium
4233,5683,12481,low
4234,9872,13689,low
4235,13665,11713,low
4236,7310,7748,low
4237,13314,4869,low
4238,13656,8550,high
4239,2652,12721,medium
4240,7799,964,low
4241,10812,5827,low
4242,5790,5915,low
4243,3645,8615,low
4244,12435,787,medium
4245,6512,3695,medium
4246,6759,9567,low
4247,13683,2492,low
4248,7874,7950,low
4249,13903,3425,medium
4250,5688,1620,medium
4251,9689,5810,low
4252,3379,946,low
4253,6243,11524,medium
4254,12237,12260,low
4255,13240,7127,low
4256,11580,3396,low
4257,8507,1221,medium
4258,9819,2663,low
4259,10593,11274,low
4260,4653,10043,medium
4261,7611,4480,low
4262,8127,5002,low
4263,14516,12076,low
4264,5923,2225,low
4265,10459,9385,medium
4266,7912,3913,low
4267,7130,994,low
4268,7439,1447,low
4269,9880,522,medium
4270,14413,1628,medium
4271,8449,1057,low
4272,3725,10308,low
4273,11304,13728,medium
4274,9522,4230,low
4275,12867,5841,medium
4276,6784,7498,medium
4277,11472,7682,medium
4278,3232,7534,low
4279,14568,2156,low
4280,14730,4673,medium
4281,12055,5941,low
4282,14676,9498,low
4283,10808,3812,medium
4284,10338,13829,medium
4285,9446,13555,low
4286,6616,9145,low
4287,6725,11667,low
4288,5677,2824,medium
4289,8287,10139,high
4290,10480,6095,low
4291,3409,13838,low
4292,10205,11253,medium
4293,2256,6484,low
4294,3721,3011,low
4295,3423,11563,high
4296,6953,862,low
4297,4990,3954,medium
4298,3195,3298,low
4299,6559,5120,low
4300,6365,12145,medium
4301,3244,3755,low
4302,13415,1717,high
4303,8766,1985,low
4304,7302,10795,low
4305,13662,5849,low
4306,14359,11228,low
4307,14161,7695,low
4308,3306,10547,low
4309,12313,8250,low
4310,4402,13509,low
4311,2496,6579,medium
4312,5399,9899,medium
4313,13798,10140,medium
4314,2909,8535,low
4315,2372,2007,low
4316,14649,1503,medium
4317,8236,6903,low
4318,3344,1425,low
4319,10515,13643,medium
4320,4431,8775,medium
4321,6670,7083,low
4322,4784,12434,low
4323,12585,4427,medium
4324,14112,10234,low
4325,11407,1485,medium
4326,3695,4731,medium
4327,3907,5802,medium
4328,6814,5791,low
4329,2780,1408,low
4330,3019,11600,medium
4331,13457,13377,medium
4332,3403,5551,medium
4333,3426,11429,low
4334,10855,3086,low
4335,7868,9835,medium
4336,12839,1831,medium
4337,2010,7351,high
4338,8330,12040,medium
4339,11230,10245,low
4340,4825,11034,medium
4341,9464,2306,medium
4342,5003,10792,low
4343,14872,1305,medium
4344,11267,4647,low
4345,9195,11467,low
4346,8720,571,medium
4347,5088,527,low
4348,3789,9160,low
4349,5036,4483,low
4350,9377,9455,low
4351,9598,7555,low
4352,6838,7190,low
4353,7872,10116,high
4354,5653,10940,low
4355,13367,4332,low
4356,6299,13607,low
4357,11268,12752,medium
4358,2973,12762,low
4359,9083,10367,medium
4360,7494,1059,medium
4361,12057,8457,medium
4362,13317,13166,low
4363,11491,4331,medium
4364,5406,10610,low
4365,7150,7844,high
4366,11350,5671,medium
4367,5129,578,low
4368,2104,5429,low
4369,9433,4147,low
4370,9689,1531,medium
4371,5567,7881,low
4372,6348,2572,low
4373,6390,13237,low
4374,8811,7411,medium
4375,3181,6588,medium
4376,6644,1984,medium
4377,13330,10937,medium
4378,7873,6338,low
4379,6394,2050,low
4380,5534,13477,medium
4381,7844,5997,low
4382,7939,5182,low
4383,14388,2329,low
4384,13319,4251,low
4385,8475,6581,low
4386,3774,13414,medium
4387,14006,10723,low
4388,10283,7101,low
4389,2446,4959,low
4390,2108,4356,medium
4391,14604,10874,low
4392,5239,13161,medium
4393,7931,6682,medium
4394,6053,6583,low
4395,6537,8470,high
4396,8361,2594,high
4397,3245,12595,medium
4398,4720,6738,medium
4399,10469,3532,low
4400,13248,2048,low
4401,14856,13957,low
4402,9741,9059,low
4403,7105,564,high
4404,4922,3799,low
4405,4513,5349,medium
4406,11030,6139,medium
4407,4801,2535,medium
4408,8981,11555,high
4409,10221,10568,low
4410,8502,6174,low
4411,8038,13543,low
4412,8229,2728,low
4413,11449,6120,low
4414,2364,1096,low
4415,3800,4106,medium
4416,7958,11366,low
4417,11096,4389,low
4418,9436,4006,medium
4419,6793,10526,low
4420,12370,1895,low
4421,13042,10278,medium
4422,10160,8029,medium
4423,13028,8803,medium
4424,14638,952,low
4425,2179,11495,medium
4426,5873,7836,medium
4427,5960,3131,low
4428,3186,2686,medium
4429,14151,6467,medium
4430,2773,6874,low
4431,14797,5858,low
4432,6460,4848,high
4433,2352,10696,medium
4434,8943,1959,low
4435,7202,2442,medium
4436,7344,12185,low
4437,6507,5922,low
4438,6830,10549,low
4439,13220,5696,high
4440,2117,561,high
4441,2481,1994,low
4442,6287,1680,low
4443,12829,13593,low
4444,8802,6768,high
4445,10298,3288,high
4446,6477,10567,medium
4447,8533,10900,medium
4448,2243,5136,medium
4449,12824,5221,low
4450,9012,6210,low
4451,14755,8202,low
4452,2865,605,medium
4453,13173,9846,medium
4454,11753,12120,low
4455,7329,4587,high
4456,2603,10400,low
4457,7756,11515,low
4458,13254,4425,medium
4459,6018,2408,medium
4460,7192,2549,medium
4461,4015,13156,low
4462,11850,9966,low
4463,5380,9637,medium
4464,13959,8672,low
4465,5770,4404,low
4466,7829,10919,medium
4467,3613,4296,low
4468,3879,792,medium
4469,7372,13371,medium
4470,6108,10914,low
4471,12538,6766,low
4472,11291,6870,medium
4473,11266,12665,medium
4474,10978,11183,medium
4475,2148,11167,medium
4476,3754,5360,medium
4477,12361,4229,high
4478,9378,8462,low
4479,8681,6010,low
4480,5756,9119,low
4481,11371,7261,low
4482,13501,11664,low
4483,12615,6610,low
4484,14369,7455,high
4485,14779,606,low
4486,11116,12311,low
4487,7392,5254,low
4488,11795,12025,low
4489,5052,12684,low
4490,7692,5778,low
4491,6218,6908,low
4492,6803,8135,medium
4493,4377,1725,medium
4494,13672,12696,medium
4495,7086,4750,medium
4496,5182,12060,low
4497,13009,1395,medium
4498,5160,12597,medium
4499,8576,2120,low
4500,14997,5588,medium
4501,10903,12555,low
4502,4586,10984,medium
4503,4648,5919,high
4504,9313,1885,low
4505,3717,12591,medium
4506,14544,12284,medium
4507,7308,2933,high
4508,9407,11498,low
4509,2870,12075,medium
4510,5574,1801,low
4511,7827,7358,low
4512,9986,9450,low
4513,10462,9438,high
4514,11735,9284,medium
4515,10741,6144,medium
4516,14855,11578,high
4517,14206,12803,low
4518,14646,5588,low
4519,7769,9760,low
4520,7733,5940,low
4521,11904,7993,low
4522,5240,6791,low
4523,11554,3807,low
4524,6893,9394,low
4525,11476,5208,low
4526,2886,604,low
4527,7854,10189,high
4528,7318,4333,medium
4529,4258,895,high
4530,6382,4017,low
4531,3785,11345,low
4532,13735,3791,medium
4533,9727,2510,low
4534,2295,12573,low
4535,12245,13638,low
4536,4597,10680,low
4537,2680,5037,low
4538,6890,10360,low
4539,6298,5468,medium
4540,2324,5262,low
4541,9952,1551,low
4542,12483,3341,medium
4543,14614,7118,low
4544,2986,5223,low
4545,5118,7972,medium
4546,2760,8413,low
4547,9758,6024,low
4548,13885,4084,low
4549,11228,9039,low
4550,2906,1763,low
4551,7499,13805,medium
4552,2364,5165,low
4553,9769,8514,low
4554,5413,11434,low
4555,10027,10765,low
4556,9939,11840,medium
4557,11261,1851,low
4558,14561,7480,low
4559,12447,11513,low
4560,13878,7690,low
4561,14411,4327,low
4562,5081,9361,medium
4563,7448,13505,low
4564,5258,3146,low
4565,4107,766,low
4566,9928,10130,medium
4567,4933,11385,low
4568,4829,7934,medium
4569,10633,1522,medium
4570,7006,8447,medium
4571,3559,2537,low
4572,3741,9256,low
4573,7830,8278,medium
4574,9523,1559,high
4575,2625,1924,medium
4576,14055,4623,low
4577,3690,719,low
4578,12973,905,low
4579,10282,10329,medium
4580,8310,2818,low
4581,5006,10451,low
4582,6302,10366,medium
4583,3088,9483,low
4584,8007,12274,medium
4585,6611,5558,low
4586,11372,1809,low
4587,9928,8121,low
4588,12093,12525,medium
4589,6490,5429,low
4590,10378,13104,low
4591,3597,10022,high
4592,13600,13138,low
4593,5747,9202,low
4594,4670,11264,low
4595,10431,12621,low
4596,4580,9183,medium
4597,14428,2117,low
4598,9432,10748,low
4599,10330,2020,low
4600,4506,8392,medium
4601,14357,2083,low
4602,14672,7204,low
4603,6725,8488,low
4604,12437,7083,low
4605,6300,2075,low
4606,11941,12638,low
4607,10759,7435,medium
4608,9002,10453,low
4609,11073,10683,high
4610,8131,11871,high
4611,10831,12018,low
4612,14153,6676,low
4613,14612,9738,low
4614,6537,11584,medium
4615,4335,3113,low
4616,6321,4392,low
4617,4985,12836,low
4618,2559,9153,medium
4619,2713,7233,medium
4620,6593,4931,low
4621,5988,8612,medium
4622,8203,1881,low
4623,2256,9837,low
4624,10768,4015,medium
4625,2037,4954,low
4626,12264,8269,low
4627,14697,6989,low
4628,10652,8884,medium
4629,11632,4034,medium
4630,14670,1255,medium
4631,3832,10376,medium
4632,14856,3025,low
4633,9600,1327,low
4634,7167,9581,low
4635,13591,5248,low
4636,2432,11147,low
4637,6151,2833,high
4638,8411,5446,low
4639,3751,8802,low
4640,12239,13407,low
4641,6997,8546,low
4642,7720,9484,high
4643,9616,7681,low
4644,13032,13945,low
4645,2256,13375,medium
4646,2671,11335,low
4647,2489,3914,low
4648,8889,10001,low
4649,13906,6957,low
4650,4096,7249,high
4651,3682,796,medium
4652,14603,10321,low
4653,4460,1068,medium
4654,6529,5783,low
4655,7121,13619,low
4656,14104,8164,low
4657,3975,13397,low
4658,5216,12803,low
4659,11581,8011,medium
4660,6515,5965,high
4661,7692,8763,low
4662,14048,13057,low
4663,11776,4882,low
4664,6939,565,low
4665,7563,1379,low
4666,4963,8759,low
4667,6529,9908,medium
4668,8786,7722,low
4669,8200,11719,low
4670,2976,5569,low
4671,9345,3739,low
4672,13556,12172,low
4673,2045,1007,medium
4674,3193,8204,low
4675,13534,12406,medium
4676,6512,11576,low
4677,6943,1625,low
4678,8282,1385,low
4679,2246,3341,medium
4680,5219,8475,low
4681,14517,12569,medium
4682,10983,7065,low
4683,2636,6583,medium
4684,5775,5370,low
4685,4421,3025,medium
4686,11280,9617,low
4687,6183,4715,high
4688,13351,2438,low
4689,2712,12506,low
4690,7845,12054,low
4691,7323,13275,medium
4692,8032,3732,low
4693,14888,4244,medium
4694,5644,6721,low
4695,9773,3965,low
4696,14082,940,low
4697,12778,12303,high
4698,14501,961,medium
4699,4108,9303,high
4700,14985,5913,low
4701,5614,12163,medium
4702,11434,6255,medium
4703,12251,5512,low
4704,8957,3663,medium
4705,13678,7252,high
4706,7279,505,medium
4707,6332,5276,medium
4708,14002,7538,low
4709,5900,6914,low
4710,12797,6239,high
4711,14934,4470,low
4712,9939,11550,medium
4713,13226,3106,medium
4714,8963,598,medium
4715,6568,1025,high
4716,9838,6837,low
